case_id,customer_id,ingested_at,ai_confidence,ai_decision,difficulty_score,customer_tier,country_risk_tier,true_outcome,case_value_usd
CASE_0696_20260505,CUST_904392,2026-05-05T20:55:00Z,0.734,APPROVE,3,retail,1,,3915.47
CASE_0697_20260323,CUST_525998,2026-03-23T12:34:00Z,0.973,APPROVE,1,retail,3,,169084.66
CASE_0698_20260423,CUST_732953,2026-04-23T20:07:00Z,0.977,APPROVE,1,retail,1,APPROVE,145316.93
CASE_0699_20260421,CUST_296072,2026-04-21T05:43:00Z,0.657,APPROVE,5,private_banking,1,APPROVE,1419.65
CASE_0700_20260317,CUST_366671,2026-03-17T08:02:00Z,0.497,APPROVE,4,retail,4,APPROVE,37228.62
CASE_0701_20260327,CUST_419000,2026-03-27T09:39:00Z,0.813,APPROVE,2,retail,4,,208518.91
CASE_0702_20260516,CUST_593973,2026-05-16T12:13:00Z,0.749,APPROVE,2,retail,4,APPROVE,247086.18
CASE_0703_20260317,CUST_464440,2026-03-17T07:32:00Z,0.826,APPROVE,2,retail,2,APPROVE,190430.37
CASE_0704_20260413,CUST_153982,2026-04-13T18:38:00Z,0.89,APPROVE,3,sme,1,APPROVE,143249.74
CASE_0705_20260321,CUST_855766,2026-03-21T04:43:00Z,0.894,APPROVE,4,retail,3,,60956.35
CASE_0706_20260305,CUST_620680,2026-03-05T15:45:00Z,0.955,APPROVE,3,retail,3,REJECT,232253.14
CASE_0707_20260319,CUST_665611,2026-03-19T22:22:00Z,0.989,APPROVE,2,retail,3,APPROVE,129531.8
CASE_0708_20260511,CUST_827060,2026-05-11T12:02:00Z,0.61,APPROVE,4,retail,1,APPROVE,70763.99
CASE_0709_20260302,CUST_769199,2026-03-02T07:17:00Z,0.93,APPROVE,1,retail,2,EDD_REQUIRED,62765.77
CASE_0710_20260318,CUST_130270,2026-03-18T11:41:00Z,0.86,APPROVE,3,retail,3,APPROVE,159122.2
CASE_0711_20260407,CUST_857747,2026-04-07T08:11:00Z,0.949,APPROVE,1,retail,2,APPROVE,213647.57
CASE_0712_20260328,CUST_575914,2026-03-28T09:47:00Z,0.967,APPROVE,1,retail,3,APPROVE,109809.14
CASE_0713_20260428,CUST_100677,2026-04-28T15:57:00Z,0.411,APPROVE,5,retail,1,APPROVE,146629.45
CASE_0714_20260321,CUST_176507,2026-03-21T10:59:00Z,0.866,APPROVE,4,retail,3,,236734.26
CASE_0715_20260307,CUST_450073,2026-03-07T00:55:00Z,0.954,APPROVE,1,retail,1,,36480.48
CASE_0716_20260318,CUST_509167,2026-03-18T11:09:00Z,0.958,APPROVE,2,retail,3,EDD_REQUIRED,34300.18
CASE_0717_20260422,CUST_359990,2026-04-22T12:18:00Z,0.942,APPROVE,1,retail,4,APPROVE,247615.65
CASE_0718_20260312,CUST_162878,2026-03-12T06:19:00Z,0.909,REJECT,3,retail,2,,8989.43
CASE_0719_20260309,CUST_881177,2026-03-09T09:57:00Z,0.858,APPROVE,3,retail,3,APPROVE,5077.66
CASE_0720_20260401,CUST_592766,2026-04-01T01:08:00Z,0.904,EDD_REQUIRED,1,retail,4,,54939.73
CASE_0721_20260308,CUST_924950,2026-03-08T04:22:00Z,0.879,APPROVE,3,retail,3,,119546.63
CASE_0722_20260511,CUST_907093,2026-05-11T06:31:00Z,0.969,APPROVE,2,sme,1,,81496.39
CASE_0723_20260519,CUST_761445,2026-05-19T00:26:00Z,0.724,APPROVE,2,retail,3,APPROVE,86244.32
CASE_0724_20260525,CUST_298513,2026-05-25T05:03:00Z,0.868,REJECT,4,retail,1,REJECT,198570.62
CASE_0725_20260526,CUST_488685,2026-05-26T22:37:00Z,0.852,APPROVE,2,private_banking,2,,139440.88
CASE_0726_20260307,CUST_845101,2026-03-07T00:38:00Z,0.891,APPROVE,2,sme,2,APPROVE,14777.42
CASE_0727_20260307,CUST_156464,2026-03-07T20:30:00Z,0.948,APPROVE,1,retail,2,APPROVE,95685.64
CASE_0728_20260409,CUST_692862,2026-04-09T06:32:00Z,0.907,APPROVE,2,retail,3,,242143.91
CASE_0729_20260322,CUST_246107,2026-03-22T01:10:00Z,0.851,APPROVE,3,retail,4,APPROVE,193631.3
CASE_0730_20260410,CUST_687351,2026-04-10T18:01:00Z,0.895,APPROVE,4,private_banking,4,APPROVE,176870.71
CASE_0731_20260407,CUST_162387,2026-04-07T16:20:00Z,0.915,APPROVE,1,sme,1,APPROVE,191904.7
CASE_0732_20260507,CUST_844725,2026-05-07T05:50:00Z,0.864,APPROVE,3,retail,2,REJECT,32806.8
CASE_0733_20260410,CUST_389122,2026-04-10T09:32:00Z,0.427,APPROVE,5,retail,1,,177932.79
CASE_0734_20260302,CUST_794727,2026-03-02T08:59:00Z,0.863,REJECT,2,retail,1,REJECT,217623.26
CASE_0735_20260331,CUST_891848,2026-03-31T15:42:00Z,0.807,APPROVE,2,retail,2,,87609.21
CASE_0736_20260309,CUST_501692,2026-03-09T20:34:00Z,0.889,APPROVE,4,retail,3,APPROVE,155541.47
CASE_0737_20260327,CUST_296391,2026-03-27T12:52:00Z,0.963,APPROVE,1,retail,1,APPROVE,163947.56
CASE_0738_20260309,CUST_820231,2026-03-09T03:31:00Z,0.95,APPROVE,1,retail,1,EDD_REQUIRED,45902.14
CASE_0739_20260505,CUST_291668,2026-05-05T04:54:00Z,0.882,REJECT,3,retail,1,REJECT,49833.29
CASE_0740_20260402,CUST_801601,2026-04-02T07:13:00Z,0.632,APPROVE,5,retail,4,REJECT,183597.48
CASE_0741_20260312,CUST_686636,2026-03-12T10:35:00Z,0.926,APPROVE,2,retail,3,EDD_REQUIRED,2227.33
CASE_0742_20260326,CUST_299755,2026-03-26T22:41:00Z,0.966,APPROVE,2,retail,3,,135269.78
CASE_0743_20260514,CUST_689823,2026-05-14T03:33:00Z,0.615,APPROVE,5,retail,2,APPROVE,135271.87
CASE_0744_20260322,CUST_465705,2026-03-22T22:07:00Z,0.908,APPROVE,3,retail,4,EDD_REQUIRED,16242.32
CASE_0745_20260410,CUST_574093,2026-04-10T07:34:00Z,0.7,APPROVE,4,retail,1,APPROVE,89648.94
CASE_0746_20260502,CUST_781392,2026-05-02T16:52:00Z,0.632,APPROVE,3,sme,1,,232035.08
CASE_0747_20260306,CUST_427329,2026-03-06T20:49:00Z,0.782,APPROVE,3,private_banking,2,,166181.9
CASE_0748_20260310,CUST_705936,2026-03-10T11:51:00Z,0.901,APPROVE,1,private_banking,3,,10773.08
CASE_0749_20260328,CUST_258481,2026-03-28T12:13:00Z,0.97,APPROVE,1,retail,3,,126528.45
CASE_0750_20260303,CUST_960572,2026-03-03T12:07:00Z,0.868,APPROVE,3,sme,2,APPROVE,223390.3
CASE_0751_20260516,CUST_222797,2026-05-16T10:40:00Z,0.789,APPROVE,3,private_banking,3,APPROVE,96585.27
CASE_0752_20260427,CUST_326520,2026-04-27T04:04:00Z,0.87,APPROVE,3,retail,1,,38204.56
CASE_0753_20260306,CUST_148312,2026-03-06T09:52:00Z,0.879,APPROVE,3,retail,1,,28121.67
CASE_0754_20260322,CUST_764144,2026-03-22T10:25:00Z,0.874,APPROVE,4,retail,2,,33763.52
CASE_0755_20260423,CUST_219938,2026-04-23T05:53:00Z,0.892,APPROVE,3,retail,4,APPROVE,153694.38
CASE_0756_20260324,CUST_460565,2026-03-24T03:33:00Z,0.474,APPROVE,3,retail,1,APPROVE,145607.49
CASE_0757_20260401,CUST_504744,2026-04-01T07:39:00Z,0.856,APPROVE,2,retail,2,APPROVE,234894.86
CASE_0758_20260422,CUST_974887,2026-04-22T13:56:00Z,0.919,APPROVE,2,retail,1,APPROVE,217600.21
CASE_0759_20260305,CUST_457665,2026-03-05T14:16:00Z,0.931,EDD_REQUIRED,1,retail,1,,57359.49
CASE_0760_20260515,CUST_997611,2026-05-15T06:47:00Z,0.78,APPROVE,3,sme,3,APPROVE,247829.95
CASE_0761_20260405,CUST_730002,2026-04-05T19:29:00Z,0.985,APPROVE,1,retail,2,,103735.98
CASE_0762_20260501,CUST_149832,2026-05-01T09:51:00Z,0.609,APPROVE,5,retail,3,,82083.22
CASE_0763_20260314,CUST_555505,2026-03-14T04:43:00Z,0.646,APPROVE,5,retail,1,APPROVE,83142.34
CASE_0764_20260314,CUST_202748,2026-03-14T16:22:00Z,0.979,APPROVE,1,retail,2,,111293.84
CASE_0765_20260519,CUST_610824,2026-05-19T08:51:00Z,0.789,APPROVE,3,retail,2,,91637.47
CASE_0766_20260416,CUST_398973,2026-04-16T07:39:00Z,0.975,APPROVE,2,private_banking,4,APPROVE,203971.33
CASE_0767_20260529,CUST_538683,2026-05-29T18:13:00Z,0.987,APPROVE,1,private_banking,2,,62403.07
CASE_0768_20260530,CUST_826392,2026-05-30T01:32:00Z,0.69,APPROVE,4,retail,4,APPROVE,204523.63
CASE_0769_20260505,CUST_161798,2026-05-05T03:43:00Z,0.59,APPROVE,5,private_banking,4,EDD_REQUIRED,146610.36
CASE_0770_20260503,CUST_589001,2026-05-03T13:13:00Z,0.669,APPROVE,3,private_banking,2,APPROVE,66543.95
CASE_0771_20260502,CUST_597268,2026-05-02T12:46:00Z,0.952,APPROVE,2,retail,1,,116781.7
CASE_0772_20260404,CUST_791740,2026-04-04T23:36:00Z,0.871,APPROVE,3,private_banking,1,APPROVE,248349.45
CASE_0773_20260414,CUST_601638,2026-04-14T22:50:00Z,0.873,EDD_REQUIRED,3,retail,3,EDD_REQUIRED,121029.99
CASE_0774_20260428,CUST_781565,2026-04-28T16:33:00Z,0.916,APPROVE,1,private_banking,1,REJECT,94316.05
CASE_0775_20260307,CUST_810165,2026-03-07T05:13:00Z,0.842,APPROVE,2,retail,4,APPROVE,82443.48
CASE_0776_20260311,CUST_706656,2026-03-11T19:40:00Z,0.629,APPROVE,4,private_banking,2,,169161.09
CASE_0777_20260324,CUST_373952,2026-03-24T21:16:00Z,0.901,APPROVE,1,retail,1,,231886.01
CASE_0778_20260330,CUST_843835,2026-03-30T17:37:00Z,0.793,APPROVE,3,retail,3,APPROVE,203319.23
CASE_0779_20260526,CUST_219310,2026-05-26T04:07:00Z,0.682,APPROVE,5,retail,2,,203944.64
CASE_0780_20260325,CUST_337611,2026-03-25T23:54:00Z,0.737,REJECT,4,sme,2,,21244.03
CASE_0781_20260309,CUST_441533,2026-03-09T03:31:00Z,0.985,APPROVE,1,retail,3,,146915.21
CASE_0782_20260321,CUST_649265,2026-03-21T01:55:00Z,0.85,APPROVE,2,retail,1,,114418.48
CASE_0783_20260426,CUST_842677,2026-04-26T11:22:00Z,0.911,APPROVE,2,retail,1,APPROVE,203563.81
CASE_0784_20260319,CUST_950011,2026-03-19T03:48:00Z,0.969,EDD_REQUIRED,3,retail,1,APPROVE,85847.79
CASE_0785_20260313,CUST_668654,2026-03-13T05:01:00Z,0.901,APPROVE,1,retail,4,REJECT,20341.5
CASE_0786_20260407,CUST_860087,2026-04-07T02:21:00Z,0.901,APPROVE,2,retail,2,,54253.48
CASE_0787_20260506,CUST_607740,2026-05-06T16:55:00Z,0.95,APPROVE,1,private_banking,1,REJECT,141916.64
CASE_0788_20260311,CUST_725506,2026-03-11T11:58:00Z,0.932,APPROVE,3,retail,3,EDD_REQUIRED,93378.19
CASE_0789_20260411,CUST_753959,2026-04-11T13:58:00Z,0.969,APPROVE,2,retail,1,APPROVE,62372.57
CASE_0790_20260305,CUST_463469,2026-03-05T09:09:00Z,0.856,APPROVE,3,private_banking,1,,86164.53
CASE_0791_20260518,CUST_269634,2026-05-18T02:42:00Z,0.75,APPROVE,4,retail,2,REJECT,118074.87
CASE_0792_20260404,CUST_330779,2026-04-04T09:06:00Z,0.689,APPROVE,3,retail,1,APPROVE,74562.19
CASE_0793_20260307,CUST_179705,2026-03-07T18:25:00Z,0.533,EDD_REQUIRED,5,retail,1,,204187.81
CASE_0794_20260509,CUST_945998,2026-05-09T00:15:00Z,0.959,APPROVE,1,retail,3,,169574.07
CASE_0795_20260515,CUST_664712,2026-05-15T11:48:00Z,0.949,APPROVE,1,retail,1,APPROVE,120249.14
CASE_0796_20260330,CUST_935208,2026-03-30T07:05:00Z,0.99,APPROVE,1,retail,3,,9534.53
CASE_0797_20260319,CUST_413568,2026-03-19T20:34:00Z,0.904,APPROVE,2,retail,1,APPROVE,153957.74
CASE_0798_20260514,CUST_461357,2026-05-14T15:49:00Z,0.911,APPROVE,1,private_banking,2,APPROVE,82919.52
CASE_0799_20260304,CUST_176671,2026-03-04T20:55:00Z,0.9,APPROVE,3,retail,2,APPROVE,87379.94
CASE_0800_20260412,CUST_504789,2026-04-12T11:19:00Z,0.955,APPROVE,1,retail,1,APPROVE,114372.16
CASE_0801_20260327,CUST_399265,2026-03-27T01:31:00Z,0.735,APPROVE,4,retail,1,,6614.85
CASE_0802_20260330,CUST_778013,2026-03-30T03:00:00Z,0.798,APPROVE,3,retail,4,EDD_REQUIRED,234120.08
CASE_0803_20260301,CUST_948111,2026-03-01T23:40:00Z,0.939,APPROVE,2,private_banking,3,APPROVE,118485.29
CASE_0804_20260301,CUST_512484,2026-03-01T11:51:00Z,0.961,APPROVE,2,sme,1,APPROVE,207250.47
CASE_0805_20260503,CUST_204576,2026-05-03T20:42:00Z,0.888,APPROVE,2,retail,3,APPROVE,38620.85
CASE_0806_20260406,CUST_469740,2026-04-06T18:00:00Z,0.676,APPROVE,5,retail,2,REJECT,21996.37
CASE_0807_20260516,CUST_339168,2026-05-16T08:12:00Z,0.906,APPROVE,1,private_banking,4,APPROVE,218228.06
CASE_0808_20260319,CUST_891818,2026-03-19T14:16:00Z,0.489,APPROVE,4,private_banking,4,,30638.12
CASE_0809_20260323,CUST_485683,2026-03-23T21:28:00Z,0.692,APPROVE,5,retail,3,APPROVE,124191.84
CASE_0810_20260331,CUST_358943,2026-03-31T01:15:00Z,0.859,APPROVE,3,sme,1,APPROVE,65882.4
CASE_0811_20260405,CUST_628009,2026-04-05T15:07:00Z,0.968,APPROVE,1,sme,3,APPROVE,191045.35
CASE_0812_20260316,CUST_261886,2026-03-16T07:54:00Z,0.94,APPROVE,1,retail,3,APPROVE,25616.73
CASE_0813_20260403,CUST_493827,2026-04-03T05:47:00Z,0.932,APPROVE,2,retail,1,APPROVE,13814.7
CASE_0814_20260422,CUST_291592,2026-04-22T11:59:00Z,0.901,APPROVE,1,retail,2,,44064.17
CASE_0815_20260312,CUST_648491,2026-03-12T21:08:00Z,0.868,APPROVE,4,sme,3,,40340.31
CASE_0816_20260324,CUST_639982,2026-03-24T07:15:00Z,0.693,APPROVE,3,retail,1,,139602.01
CASE_0817_20260408,CUST_800894,2026-04-08T03:29:00Z,0.977,APPROVE,1,retail,1,,93869.54
CASE_0818_20260525,CUST_827334,2026-05-25T17:24:00Z,0.8,APPROVE,2,retail,2,APPROVE,32699.26
CASE_0819_20260314,CUST_298029,2026-03-14T05:49:00Z,0.869,APPROVE,3,retail,3,APPROVE,59822.58
CASE_0820_20260523,CUST_666141,2026-05-23T19:49:00Z,0.864,APPROVE,2,retail,4,,164812.81
CASE_0821_20260507,CUST_691819,2026-05-07T19:48:00Z,0.877,APPROVE,4,private_banking,2,APPROVE,48596.59
CASE_0822_20260506,CUST_929577,2026-05-06T09:55:00Z,0.957,APPROVE,2,sme,3,APPROVE,944.52
CASE_0823_20260507,CUST_958973,2026-05-07T16:12:00Z,0.922,APPROVE,1,sme,1,APPROVE,183647.35
CASE_0824_20260326,CUST_336411,2026-03-26T05:32:00Z,0.983,APPROVE,1,retail,1,REJECT,245412.43
CASE_0825_20260507,CUST_827003,2026-05-07T00:50:00Z,0.874,APPROVE,3,retail,3,APPROVE,4878.78
CASE_0826_20260412,CUST_638875,2026-04-12T07:59:00Z,0.579,APPROVE,4,retail,1,APPROVE,34162.64
CASE_0827_20260405,CUST_817681,2026-04-05T02:48:00Z,0.541,APPROVE,3,retail,1,,183593.45
CASE_0828_20260426,CUST_762618,2026-04-26T22:08:00Z,0.937,APPROVE,1,retail,1,APPROVE,2338.76
CASE_0829_20260522,CUST_697744,2026-05-22T07:53:00Z,0.943,APPROVE,1,retail,1,APPROVE,208700.57
CASE_0830_20260524,CUST_393501,2026-05-24T07:12:00Z,0.975,APPROVE,1,sme,3,APPROVE,159484.62
CASE_0831_20260330,CUST_719329,2026-03-30T14:13:00Z,0.921,APPROVE,1,retail,1,,219186.62
CASE_0832_20260428,CUST_244045,2026-04-28T13:13:00Z,0.889,APPROVE,3,retail,2,APPROVE,161732.71
CASE_0833_20260529,CUST_192790,2026-05-29T16:47:00Z,0.832,APPROVE,2,retail,1,APPROVE,2166.32
CASE_0834_20260410,CUST_222267,2026-04-10T21:55:00Z,0.939,APPROVE,2,private_banking,1,APPROVE,41440.08
CASE_0835_20260303,CUST_289370,2026-03-03T09:34:00Z,0.87,EDD_REQUIRED,3,retail,3,EDD_REQUIRED,157817.51
CASE_0836_20260513,CUST_189777,2026-05-13T09:41:00Z,0.645,APPROVE,5,sme,1,APPROVE,184548.76
CASE_0837_20260520,CUST_510463,2026-05-20T01:55:00Z,0.99,APPROVE,2,private_banking,1,APPROVE,153574.71
CASE_0838_20260308,CUST_307330,2026-03-08T04:23:00Z,0.951,APPROVE,1,sme,4,,74959.35
CASE_0839_20260314,CUST_784655,2026-03-14T17:47:00Z,0.798,APPROVE,3,retail,2,,80919.5
CASE_0840_20260304,CUST_283874,2026-03-04T23:43:00Z,0.601,APPROVE,4,retail,2,APPROVE,92872.58
CASE_0841_20260319,CUST_329613,2026-03-19T09:48:00Z,0.964,APPROVE,2,retail,1,APPROVE,159485.35
CASE_0842_20260422,CUST_913558,2026-04-22T10:44:00Z,0.932,APPROVE,1,sme,1,APPROVE,203094.21
CASE_0843_20260518,CUST_548207,2026-05-18T18:20:00Z,0.897,APPROVE,3,sme,2,APPROVE,10108.44
CASE_0844_20260309,CUST_940050,2026-03-09T08:20:00Z,0.905,APPROVE,1,private_banking,1,APPROVE,22350.24
CASE_0845_20260327,CUST_473687,2026-03-27T20:07:00Z,0.966,APPROVE,1,sme,1,APPROVE,148671.48
CASE_0846_20260515,CUST_635524,2026-05-15T11:53:00Z,0.672,EDD_REQUIRED,4,retail,4,EDD_REQUIRED,14870.8
CASE_0847_20260308,CUST_501123,2026-03-08T13:07:00Z,0.963,APPROVE,3,private_banking,2,APPROVE,94563.37
CASE_0848_20260317,CUST_830400,2026-03-17T11:48:00Z,0.987,APPROVE,2,sme,1,,73226.34
CASE_0849_20260511,CUST_809844,2026-05-11T01:25:00Z,0.902,APPROVE,1,sme,2,APPROVE,245527.92
CASE_0850_20260325,CUST_524513,2026-03-25T04:15:00Z,0.972,APPROVE,1,retail,1,,158762.54
CASE_0851_20260302,CUST_709025,2026-03-02T19:32:00Z,0.932,APPROVE,1,private_banking,2,,164129.42
CASE_0852_20260510,CUST_647319,2026-05-10T20:14:00Z,0.812,APPROVE,3,retail,1,,203204.9
CASE_0853_20260318,CUST_610262,2026-03-18T19:50:00Z,0.947,APPROVE,1,retail,2,,6231.07
CASE_0854_20260519,CUST_168526,2026-05-19T20:51:00Z,0.932,APPROVE,1,retail,2,,118706.3
CASE_0855_20260518,CUST_110056,2026-05-18T21:25:00Z,0.938,APPROVE,2,retail,3,APPROVE,63892.55
CASE_0856_20260416,CUST_742022,2026-04-16T09:33:00Z,0.924,APPROVE,2,retail,3,APPROVE,59977.99
CASE_0857_20260428,CUST_559869,2026-04-28T02:28:00Z,0.899,APPROVE,4,sme,2,APPROVE,193807.8
CASE_0858_20260506,CUST_549776,2026-05-06T04:53:00Z,0.851,APPROVE,3,retail,2,APPROVE,12914.18
CASE_0859_20260401,CUST_504049,2026-04-01T14:17:00Z,0.957,APPROVE,1,retail,2,APPROVE,106991.15
CASE_0860_20260510,CUST_733682,2026-05-10T12:40:00Z,0.833,APPROVE,3,retail,3,,240571.45
CASE_0861_20260315,CUST_843931,2026-03-15T20:37:00Z,0.817,APPROVE,4,retail,4,EDD_REQUIRED,69918.07
CASE_0862_20260424,CUST_305780,2026-04-24T09:42:00Z,0.98,APPROVE,2,sme,1,APPROVE,155174.8
CASE_0863_20260508,CUST_284099,2026-05-08T06:18:00Z,0.984,APPROVE,2,retail,2,,43708.47
CASE_0864_20260519,CUST_172726,2026-05-19T21:38:00Z,0.872,APPROVE,2,retail,2,APPROVE,103838.84
CASE_0865_20260403,CUST_889957,2026-04-03T23:08:00Z,0.865,APPROVE,2,retail,4,,143842.07
CASE_0866_20260416,CUST_183425,2026-04-16T22:01:00Z,0.963,APPROVE,1,retail,4,APPROVE,168701.16
CASE_0867_20260315,CUST_775449,2026-03-15T13:09:00Z,0.935,APPROVE,1,retail,1,,61780.7
CASE_0868_20260521,CUST_688491,2026-05-21T15:53:00Z,0.62,APPROVE,3,sme,1,APPROVE,113705.23
CASE_0869_20260316,CUST_251898,2026-03-16T05:36:00Z,0.94,APPROVE,1,retail,1,APPROVE,155474.73
CASE_0870_20260420,CUST_913667,2026-04-20T03:46:00Z,0.96,APPROVE,1,retail,4,APPROVE,224158.03
CASE_0871_20260421,CUST_884922,2026-04-21T01:07:00Z,0.88,APPROVE,3,retail,1,APPROVE,215846.94
CASE_0872_20260425,CUST_122564,2026-04-25T14:06:00Z,0.872,APPROVE,3,retail,2,APPROVE,13290.12
CASE_0873_20260527,CUST_934717,2026-05-27T03:10:00Z,0.878,APPROVE,3,sme,3,APPROVE,87675.36
CASE_0874_20260311,CUST_831065,2026-03-11T22:57:00Z,0.939,APPROVE,1,retail,1,APPROVE,203054.05
CASE_0875_20260313,CUST_209034,2026-03-13T21:20:00Z,0.797,APPROVE,3,sme,2,APPROVE,221311.07
CASE_0876_20260401,CUST_559145,2026-04-01T01:02:00Z,0.765,APPROVE,2,retail,2,,176779.83
CASE_0877_20260326,CUST_723033,2026-03-26T20:27:00Z,0.989,APPROVE,1,sme,2,APPROVE,170984.17
CASE_0878_20260424,CUST_816068,2026-04-24T10:06:00Z,0.922,APPROVE,1,retail,3,,89895.92
CASE_0879_20260403,CUST_905381,2026-04-03T23:52:00Z,0.569,APPROVE,5,retail,1,APPROVE,99714.94
CASE_0880_20260401,CUST_186633,2026-04-01T19:59:00Z,0.95,APPROVE,2,retail,3,,154466.43
CASE_0881_20260424,CUST_216080,2026-04-24T11:13:00Z,0.911,EDD_REQUIRED,1,retail,1,,200665.22
CASE_0882_20260312,CUST_546834,2026-03-12T08:06:00Z,0.954,APPROVE,3,retail,3,,60132.17
CASE_0883_20260426,CUST_583451,2026-04-26T15:40:00Z,0.861,APPROVE,3,retail,1,REJECT,48937.38
CASE_0884_20260516,CUST_443174,2026-05-16T11:53:00Z,0.969,EDD_REQUIRED,2,retail,2,EDD_REQUIRED,237897.09
CASE_0885_20260412,CUST_460772,2026-04-12T09:59:00Z,0.915,APPROVE,1,retail,4,,28209.77
CASE_0886_20260429,CUST_120896,2026-04-29T06:45:00Z,0.66,APPROVE,4,retail,3,,67268.99
CASE_0887_20260414,CUST_370293,2026-04-14T08:59:00Z,0.969,APPROVE,1,retail,1,,150329.46
CASE_0888_20260319,CUST_729651,2026-03-19T05:13:00Z,0.764,APPROVE,2,retail,1,,120747.73
CASE_0889_20260501,CUST_858808,2026-05-01T06:02:00Z,0.901,APPROVE,1,sme,3,APPROVE,135904.84
CASE_0890_20260415,CUST_347066,2026-04-15T02:33:00Z,0.979,APPROVE,2,retail,1,APPROVE,215558.75
CASE_0891_20260508,CUST_564894,2026-05-08T17:15:00Z,0.959,APPROVE,1,retail,3,APPROVE,91974.3
CASE_0892_20260313,CUST_677092,2026-03-13T12:52:00Z,0.957,APPROVE,1,sme,1,APPROVE,174643.96
CASE_0893_20260510,CUST_642523,2026-05-10T04:37:00Z,0.868,APPROVE,2,private_banking,2,REJECT,4668.14
CASE_0894_20260318,CUST_125420,2026-03-18T10:30:00Z,0.916,REJECT,2,retail,2,APPROVE,118858.66
CASE_0895_20260320,CUST_705413,2026-03-20T01:43:00Z,0.64,EDD_REQUIRED,5,retail,2,,1304.98
CASE_0896_20260516,CUST_401680,2026-05-16T12:27:00Z,0.869,APPROVE,4,retail,1,APPROVE,27118.49
CASE_0897_20260430,CUST_819721,2026-04-30T15:18:00Z,0.81,APPROVE,3,retail,3,,170387.16
CASE_0898_20260524,CUST_285681,2026-05-24T14:04:00Z,0.97,APPROVE,2,retail,2,EDD_REQUIRED,130871.91
CASE_0899_20260503,CUST_951354,2026-05-03T14:55:00Z,0.928,EDD_REQUIRED,2,private_banking,3,,71716.96
CASE_0900_20260530,CUST_265785,2026-05-30T12:24:00Z,0.896,APPROVE,3,retail,1,EDD_REQUIRED,221440.52
CASE_0901_20260302,CUST_138462,2026-03-02T16:55:00Z,0.906,APPROVE,1,retail,3,APPROVE,180793.96
CASE_0902_20260509,CUST_196167,2026-05-09T23:02:00Z,0.717,APPROVE,3,retail,2,,29338.68
CASE_0903_20260320,CUST_164309,2026-03-20T02:50:00Z,0.883,APPROVE,2,sme,1,APPROVE,47895.77
CASE_0904_20260523,CUST_249201,2026-05-23T01:53:00Z,0.928,APPROVE,2,retail,1,EDD_REQUIRED,80445.08
CASE_0905_20260314,CUST_702119,2026-03-14T00:52:00Z,0.946,APPROVE,2,retail,3,EDD_REQUIRED,181414.76
CASE_0906_20260521,CUST_338188,2026-05-21T22:53:00Z,0.988,APPROVE,1,retail,3,,195032.17
CASE_0907_20260505,CUST_672594,2026-05-05T16:24:00Z,0.929,APPROVE,1,retail,3,,41946.85
CASE_0908_20260529,CUST_738265,2026-05-29T09:25:00Z,0.825,APPROVE,4,retail,1,APPROVE,75678.2
CASE_0909_20260402,CUST_586168,2026-04-02T01:12:00Z,0.935,APPROVE,1,sme,2,APPROVE,181976.52
CASE_0910_20260522,CUST_951578,2026-05-22T02:36:00Z,0.952,APPROVE,1,retail,2,APPROVE,199255.89
CASE_0911_20260526,CUST_488028,2026-05-26T08:28:00Z,0.533,APPROVE,5,retail,1,APPROVE,163239.59
CASE_0912_20260417,CUST_493749,2026-04-17T09:22:00Z,0.896,APPROVE,3,sme,3,,73533.73
CASE_0913_20260326,CUST_460317,2026-03-26T05:36:00Z,0.886,APPROVE,2,retail,2,APPROVE,31258.48
CASE_0914_20260330,CUST_418151,2026-03-30T17:12:00Z,0.954,APPROVE,2,private_banking,3,APPROVE,113501.17
CASE_0915_20260507,CUST_857676,2026-05-07T08:06:00Z,0.948,APPROVE,1,retail,2,,160461.11
CASE_0916_20260303,CUST_616184,2026-03-03T03:07:00Z,0.751,APPROVE,3,retail,4,APPROVE,214997.08
CASE_0917_20260503,CUST_248702,2026-05-03T06:05:00Z,0.862,APPROVE,3,private_banking,4,APPROVE,79365.86
CASE_0918_20260309,CUST_710119,2026-03-09T17:20:00Z,0.858,APPROVE,4,private_banking,2,APPROVE,114384.0
CASE_0919_20260320,CUST_174621,2026-03-20T06:06:00Z,0.98,APPROVE,1,retail,4,,173278.43
CASE_0920_20260303,CUST_557511,2026-03-03T08:50:00Z,0.692,APPROVE,4,retail,2,APPROVE,102864.7
CASE_0921_20260518,CUST_892830,2026-05-18T16:39:00Z,0.643,EDD_REQUIRED,5,retail,4,EDD_REQUIRED,204565.92
CASE_0922_20260407,CUST_634753,2026-04-07T10:49:00Z,0.857,APPROVE,3,private_banking,4,EDD_REQUIRED,154460.02
CASE_0923_20260417,CUST_259036,2026-04-17T21:53:00Z,0.903,APPROVE,3,retail,2,,217960.76
CASE_0924_20260510,CUST_831239,2026-05-10T00:47:00Z,0.527,APPROVE,4,sme,1,,235695.9
CASE_0925_20260507,CUST_438351,2026-05-07T19:25:00Z,0.878,APPROVE,3,sme,1,APPROVE,194719.61
CASE_0926_20260509,CUST_206689,2026-05-09T23:05:00Z,0.969,APPROVE,1,retail,1,APPROVE,86341.81
